State Name,District Name,Market Name,Variety,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,future_modal_price,future_price_pct_change,future_log_return,days_to_next
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-09-08,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-09,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-10,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-12,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-13,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-15,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-16,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-17,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-18,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-19,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-22,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-23,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-24,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-25,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-26,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-27,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-29,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-09-30,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,5.0,13500,14000,14000,2008-10-01,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-03,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-04,14000.0,0.0,0.0,6.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13000,14000,14000,2008-10-10,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-11,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-10-13,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-14,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-10-15,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-10-16,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-17,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-18,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-10-20,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-21,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-22,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-23,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-24,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-25,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-27,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-10-29,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-10-31,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-01,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-03,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-06,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-07,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-08,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-10,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-11,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-12,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-14,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-17,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-18,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-20,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-21,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-22,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-24,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-25,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-11-26,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-11-27,14000.0,0.0,0.0,4.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-01,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-02,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-12-04,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-05,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-06,14000.0,0.0,0.0,7.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-13,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-12-15,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-16,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-12-17,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-18,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.04,13500,14000,14000,2008-12-19,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-20,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-22,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-23,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-24,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-12-26,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.04,13500,14000,14000,2008-12-27,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2008-12-29,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-30,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2008-12-31,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-01,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-02,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-03,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-06,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-07,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-09,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-12,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-13,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-15,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-16,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-17,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-19,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-20,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-01-21,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14500,14500,2009-02-02,14000.0,-0.034482758620689655,-0.03509131981127006,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-02-03,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-02-04,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-02-05,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-02-06,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-02-07,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-02-10,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-03,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-04,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-03-05,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-06,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-07,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-03-09,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-12,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-13,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-14,14000.0,0.0,0.0,5.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-19,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-20,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-21,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-03-23,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-03-24,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-25,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-26,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-03-27,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-28,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-03-30,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-04-01,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-04-02,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-04-04,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-04-06,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-02,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-05-04,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-05,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-06,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-07,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-08,14000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-11,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-12,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-13,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,13500,14000,14000,2009-05-14,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-15,14000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-16,14000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,13500,14000,14000,2009-05-18,17000.0,0.21428571428571427,0.1941560144409574,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-06,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-08,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-09,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.04,15000,16000,16000,2009-06-10,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-11,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-12,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-13,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-15,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-06-16,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-01,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-02,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-03,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-04,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-06,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-07,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-08,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-09,15000.0,-0.0625,-0.06453852113757118,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,15000,2009-07-10,16000.0,0.06666666666666667,0.06453852113757116,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-11,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-13,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-14,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-15,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-16,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-17,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-18,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,15000,16000,16000,2009-07-20,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-21,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.04,15000,16000,16000,2009-07-22,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-23,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-24,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.06,15000,16000,16000,2009-07-25,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-27,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-07-28,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,11550,16000,16000,2009-07-29,16000.0,0.0,0.0,3.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-01,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-03,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-04,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-05,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-06,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-07,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-08,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-10,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.04,15000,16000,16000,2009-08-11,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-12,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-26,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.05,15000,16000,16000,2009-08-27,16000.0,0.0,0.0,5.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.5,15000,16000,16000,2009-09-01,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.5,15000,16000,16000,2009-09-02,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.5,15000,16000,16000,2009-09-03,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.5,15000,16000,16000,2009-09-04,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.4,15000,16000,16000,2009-09-05,16000.0,0.0,0.0,2.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.55,15000,16000,16000,2009-09-07,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.5,15000,16000,16000,2009-09-08,16000.0,0.0,0.0,1.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Dust,Beverages,0.5,15000,16000,16000,2009-09-09,16000.0,0.0,0.0,1.0
