State Name,District Name,Market Name,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,Price_Spread,Price_Ratio
Tripura,Sepahijala,Bishalgarh,Beverages,1.5,7800,12000,10000,2002-02-14,2002,2,14,3,7,1,4200,1.2820512820512822
Tripura,Sepahijala,Bishalgarh,Beverages,1.5,6000,9000,8000,2002-02-14,2002,2,14,3,7,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,2.5,5000,10000,8000,2002-02-15,2002,2,15,4,7,1,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,2.5,7000,12000,10000,2002-02-15,2002,2,15,4,7,1,5000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,2.5,7000,12000,10000,2002-02-25,2002,2,25,0,9,1,5000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,2.5,5000,10000,8000,2002-02-25,2002,2,25,0,9,1,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,12000,16000,14000,2002-02-26,2002,2,26,1,9,1,4000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,6000,8000,7000,2002-02-26,2002,2,26,1,9,1,2000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-02-27,2002,2,27,2,9,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,6000,8000,7000,2002-02-27,2002,2,27,2,9,1,2000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.6,6000,8000,7000,2002-02-28,2002,2,28,3,9,1,2000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.6,12000,16000,14000,2002-02-28,2002,2,28,3,9,1,4000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,9000,13000,12000,2002-03-02,2002,3,2,5,9,1,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,4500,8000,6000,2002-03-02,2002,3,2,5,9,1,3500,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,5.0,5000,8000,6000,2002-03-04,2002,3,4,0,10,1,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,5.0,6000,9000,8000,2002-03-06,2002,3,6,2,10,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,10000,14000,12000,2002-03-07,2002,3,7,3,10,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,6000,8000,7000,2002-03-07,2002,3,7,3,10,1,2000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,6000,8000,7000,2002-03-08,2002,3,8,4,10,1,2000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,9000,14000,12000,2002-03-08,2002,3,8,4,10,1,5000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,5000,8000,6000,2002-03-11,2002,3,11,0,11,1,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10100,14000,12000,2002-03-11,2002,3,11,0,11,1,3900,1.188118811881188
Tripura,Sepahijala,Bishalgarh,Beverages,2.7,6000,9000,8000,2002-03-13,2002,3,13,2,11,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,2.7,10000,14000,12000,2002-03-13,2002,3,13,2,11,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,6000,9000,8000,2002-03-14,2002,3,14,3,11,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-14,2002,3,14,3,11,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,2.8,10000,14000,12000,2002-03-15,2002,3,15,4,11,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,2.8,6000,9000,8000,2002-03-15,2002,3,15,4,11,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,6000,9000,8000,2002-03-16,2002,3,16,5,11,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-16,2002,3,16,5,11,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.8,6000,9000,8000,2002-03-17,2002,3,17,6,11,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,3.8,10000,14000,12000,2002-03-17,2002,3,17,6,11,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,5000,8000,7000,2002-03-19,2002,3,19,1,12,1,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-19,2002,3,19,1,12,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,5000,8000,7000,2002-03-20,2002,3,20,2,12,1,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-20,2002,3,20,2,12,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,11000,14000,12000,2002-03-21,2002,3,21,3,12,1,3000,1.0909090909090908
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,6000,9000,8000,2002-03-21,2002,3,21,3,12,1,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,2.3,6000,10000,8000,2002-03-22,2002,3,22,4,12,1,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,2.3,11000,14000,12000,2002-03-22,2002,3,22,4,12,1,3000,1.0909090909090908
Tripura,Sepahijala,Bishalgarh,Beverages,3.5,10000,14000,12000,2002-03-23,2002,3,23,5,12,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.5,6000,9000,7000,2002-03-23,2002,3,23,5,12,1,3000,1.1666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,10000,14000,12000,2002-03-26,2002,3,26,1,13,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,5000,8000,6000,2002-03-26,2002,3,26,1,13,1,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,10000,14000,12000,2002-03-27,2002,3,27,2,13,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,5000,8000,6000,2002-03-27,2002,3,27,2,13,1,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-30,2002,3,30,5,13,1,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,5000,9000,8000,2002-03-30,2002,3,30,5,13,1,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,2.0,5000,8000,6000,2002-04-01,2002,4,1,0,14,2,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,2.0,11000,16000,14000,2002-04-01,2002,4,1,0,14,2,5000,1.2727272727272727
Tripura,Sepahijala,Bishalgarh,Beverages,3.5,5000,8000,6000,2002-04-02,2002,4,2,1,14,2,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,3.5,10000,14000,12000,2002-04-02,2002,4,2,1,14,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,8000,6000,2002-04-03,2002,4,3,2,14,2,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,10000,14000,12000,2002-04-03,2002,4,3,2,14,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,6000,2002-04-04,2002,4,4,3,14,2,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,11000,14000,12000,2002-04-04,2002,4,4,3,14,2,3000,1.0909090909090908
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,8000,6000,2002-04-05,2002,4,5,4,14,2,3000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,11000,14000,12000,2002-04-05,2002,4,5,4,14,2,3000,1.0909090909090908
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-05-18,2002,5,18,5,20,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5500,8000,7000,2002-05-18,2002,5,18,5,20,2,2500,1.2727272727272727
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,10000,14000,12000,2002-05-27,2002,5,27,0,22,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,11000,10000,2002-05-27,2002,5,27,0,22,2,3000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,10000,14000,12000,2002-05-28,2002,5,28,1,22,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,7000,11000,10000,2002-05-28,2002,5,28,1,22,2,4000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,10000,14000,12000,2002-05-29,2002,5,29,2,22,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,6000,10000,9000,2002-05-29,2002,5,29,2,22,2,4000,1.5
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,11000,10000,2002-05-31,2002,5,31,4,22,2,4000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,10000,14000,12000,2002-05-31,2002,5,31,4,22,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,10000,14000,12000,2002-06-01,2002,6,1,5,22,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,6000,11000,10000,2002-06-01,2002,6,1,5,22,2,5000,1.6666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,6000,11000,10000,2002-06-03,2002,6,3,0,23,2,5000,1.6666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,10000,14000,12000,2002-06-03,2002,6,3,0,23,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,10000,14000,12000,2002-06-04,2002,6,4,1,23,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7000,11000,10000,2002-06-04,2002,6,4,1,23,2,4000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,10000,14000,12000,2002-06-05,2002,6,5,2,23,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7000,11000,10000,2002-06-05,2002,6,5,2,23,2,4000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,10000,14000,12000,2002-06-06,2002,6,6,3,23,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,6000,11000,10000,2002-06-06,2002,6,6,3,23,2,5000,1.6666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,11000,10000,2002-06-07,2002,6,7,4,23,2,5000,1.6666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,10000,14000,12000,2002-06-07,2002,6,7,4,23,2,4000,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,4000,10000,8000,2002-06-10,2002,6,10,0,24,2,6000,2.0
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,9000,14000,12000,2002-06-10,2002,6,10,0,24,2,5000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-06-11,2002,6,11,1,24,2,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7500,10000,9000,2002-06-11,2002,6,11,1,24,2,2500,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7500,10000,9000,2002-06-12,2002,6,12,2,24,2,2500,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-06-12,2002,6,12,2,24,2,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,5000,10000,8000,2002-06-13,2002,6,13,3,24,2,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,8000,12000,10000,2002-06-13,2002,6,13,3,24,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-06-14,2002,6,14,4,24,2,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7500,10000,9000,2002-06-14,2002,6,14,4,24,2,2500,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,6000,10000,8000,2002-06-15,2002,6,15,5,24,2,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,8000,12000,10000,2002-06-15,2002,6,15,5,24,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,10000,8000,2002-06-17,2002,6,17,0,25,2,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-06-17,2002,6,17,0,25,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,10000,8000,2002-06-18,2002,6,18,1,25,2,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-06-18,2002,6,18,1,25,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-06-19,2002,6,19,2,25,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,10000,8000,2002-06-19,2002,6,19,2,25,2,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,6000,10000,8000,2002-06-20,2002,6,20,3,25,2,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,9000,14000,12000,2002-06-20,2002,6,20,3,25,2,5000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-06-21,2002,6,21,4,25,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,10000,8000,2002-06-21,2002,6,21,4,25,2,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,14000,12000,2002-06-22,2002,6,22,5,25,2,6000,1.5
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,11000,10000,2002-06-22,2002,6,22,5,25,2,5000,1.6666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-06-24,2002,6,24,0,26,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,6000,9000,8000,2002-06-24,2002,6,24,0,26,2,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,9000,8000,2002-06-25,2002,6,25,1,26,2,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-06-25,2002,6,25,1,26,2,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,7000,2002-06-28,2002,6,28,4,26,2,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7000,10000,8000,2002-06-28,2002,6,28,4,26,2,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,8000,7000,2002-06-29,2002,6,29,5,26,2,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,7000,10000,8000,2002-06-29,2002,6,29,5,26,2,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7000,10000,8000,2002-07-01,2002,7,1,0,27,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,7000,2002-07-01,2002,7,1,0,27,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,9000,7000,2002-07-02,2002,7,2,1,27,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,7500,10000,8000,2002-07-02,2002,7,2,1,27,3,2500,1.0666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,7500,10000,8000,2002-07-03,2002,7,3,2,27,3,2500,1.0666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,9000,7000,2002-07-03,2002,7,3,2,27,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7000,12000,10000,2002-07-04,2002,7,4,3,27,3,5000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,10000,8000,2002-07-04,2002,7,4,3,27,3,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,7000,12000,10000,2002-07-05,2002,7,5,4,27,3,5000,1.4285714285714286
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,10000,8000,2002-07-05,2002,7,5,4,27,3,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.05,7000,10000,8000,2002-07-06,2002,7,6,5,27,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.05,5000,9000,7000,2002-07-06,2002,7,6,5,27,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-07-08,2002,7,8,0,28,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,7000,2002-07-08,2002,7,8,0,28,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-07-09,2002,7,9,1,28,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,10000,9000,2002-07-09,2002,7,9,1,28,3,3000,1.2857142857142858
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7000,10000,9000,2002-07-10,2002,7,10,2,28,3,3000,1.2857142857142858
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-07-10,2002,7,10,2,28,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,8000,7000,2002-07-11,2002,7,11,3,28,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,10000,9000,2002-07-11,2002,7,11,3,28,3,3000,1.2857142857142858
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,7000,2002-07-12,2002,7,12,4,28,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,10000,8000,2002-07-12,2002,7,12,4,28,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,9000,2002-07-15,2002,7,15,0,29,3,4000,1.125
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,10000,8000,2002-07-15,2002,7,15,0,29,3,4000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,10000,8000,2002-07-16,2002,7,16,1,29,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,7000,2002-07-16,2002,7,16,1,29,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,10000,8000,2002-07-18,2002,7,18,3,29,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,4500,8000,7000,2002-07-18,2002,7,18,3,29,3,3500,1.5555555555555556
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7500,10000,9000,2002-07-19,2002,7,19,4,29,3,2500,1.2
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,7000,2002-07-19,2002,7,19,4,29,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,4500,8000,7000,2002-07-20,2002,7,20,5,29,3,3500,1.5555555555555556
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,7500,10000,8000,2002-07-20,2002,7,20,5,29,3,2500,1.0666666666666667
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7000,10000,8000,2002-07-22,2002,7,22,0,30,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,4500,8000,7000,2002-07-22,2002,7,22,0,30,3,3500,1.5555555555555556
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,7000,10000,8000,2002-07-23,2002,7,23,1,30,3,3000,1.1428571428571428
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,4500,8000,7000,2002-07-23,2002,7,23,1,30,3,3500,1.5555555555555556
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,7500,12000,10000,2002-07-24,2002,7,24,2,30,3,4500,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,5000,10000,8000,2002-07-24,2002,7,24,2,30,3,5000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,10000,9000,2002-07-25,2002,7,25,3,30,3,2000,1.125
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,7000,2002-07-25,2002,7,25,3,30,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,7000,2002-07-26,2002,7,26,4,30,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-07-26,2002,7,26,4,30,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,8000,12000,10000,2002-07-27,2002,7,27,5,30,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,9000,8000,2002-07-27,2002,7,27,5,30,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-07-29,2002,7,29,0,31,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-07-29,2002,7,29,0,31,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-07-30,2002,7,30,1,31,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-07-30,2002,7,30,1,31,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-07-31,2002,7,31,2,31,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-07-31,2002,7,31,2,31,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-08-01,2002,8,1,3,31,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,9000,2002-08-01,2002,8,1,3,31,3,4000,1.125
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,8000,12000,10000,2002-08-02,2002,8,2,4,31,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,10000,9000,2002-08-02,2002,8,2,4,31,3,5000,1.8
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-08-05,2002,8,5,0,32,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-08-05,2002,8,5,0,32,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,6000,9000,8000,2002-08-07,2002,8,7,2,32,3,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-08-07,2002,8,7,2,32,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,8000,12000,10000,2002-08-08,2002,8,8,3,32,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.01,6000,9000,8000,2002-08-08,2002,8,8,3,32,3,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-08-09,2002,8,9,4,32,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,6000,9000,8000,2002-08-09,2002,8,9,4,32,3,3000,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,10000,9000,2002-08-12,2002,8,12,0,33,3,5000,1.8
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-08-12,2002,8,12,0,33,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,14000,12000,2002-08-13,2002,8,13,1,33,3,6000,1.5
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,11000,10000,2002-08-13,2002,8,13,1,33,3,6000,2.0
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-08-17,2002,8,17,5,33,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,7000,2002-08-17,2002,8,17,5,33,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-08-19,2002,8,19,0,34,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,7500,12000,10000,2002-08-19,2002,8,19,0,34,3,4500,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7500,12000,10000,2002-08-20,2002,8,20,1,34,3,4500,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-08-20,2002,8,20,1,34,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,4500,8000,7000,2002-08-22,2002,8,22,3,34,3,3500,1.5555555555555556
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-08-22,2002,8,22,3,34,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-08-23,2002,8,23,4,34,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,8000,7000,2002-08-23,2002,8,23,4,34,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,5000,9000,7000,2002-08-24,2002,8,24,5,34,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,8000,12000,10000,2002-08-24,2002,8,24,5,34,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-08-27,2002,8,27,1,35,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,7000,2002-08-27,2002,8,27,1,35,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,12000,10000,2002-08-28,2002,8,28,2,35,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,7000,2002-08-28,2002,8,28,2,35,3,4000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-08-29,2002,8,29,3,35,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-08-29,2002,8,29,3,35,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7500,12000,10000,2002-09-02,2002,9,2,0,36,3,4500,1.3333333333333333
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,7000,2002-09-02,2002,9,2,0,36,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-09-03,2002,9,3,1,36,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-09-03,2002,9,3,1,36,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,8000,7000,2002-09-04,2002,9,4,2,36,3,3000,1.4
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,8000,14000,10000,2002-09-04,2002,9,4,2,36,3,6000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,8000,12000,10000,2002-09-05,2002,9,5,3,36,3,4000,1.25
Tripura,Sepahijala,Bishalgarh,Beverages,0.02,5000,9000,8000,2002-09-05,2002,9,5,3,36,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,7500,14000,12000,2002-09-06,2002,9,6,4,36,3,6500,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.03,5000,9000,8000,2002-09-06,2002,9,6,4,36,3,4000,1.6
Tripura,Sepahijala,Bishalgarh,Beverages,0.04,8000,14000,12000,2002-09-07,2002,9,7,5,36,3,6000,1.5
