State Name,District Name,Market Name,Group,Arrivals (Tonnes),Min Price (Rs./Quintal),Max Price (Rs./Quintal),Modal Price (Rs./Quintal),Reported Date,Year,Month,Day,DayOfWeek,WeekOfYear,Quarter,Price_Spread,Price_Ratio,Arrival_Lag_1,Arrival_Lag_3,Arrival_Lag_7,Price_Lag_1,Price_Lag_3,Price_Lag_7,Arrival_RollMean_7,Price_RollMean_7,Arrival_RollMean_14,Price_RollMean_14,Arrival_RollMean_30,Price_RollMean_30,Price_Volatility_14,Arrival_Volatility_14,Log_Arrivals,Log_Modal_Price,Price_Change,Price_Pct_Change,Arrival_Change,Month_Sin,Month_Cos,DayOfWeek_Sin,DayOfWeek_Cos,Year_Trend,Is_Weekend,State Name_Encoded,District Name_Encoded,Market Name_Encoded
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-19,2002,3,19,1,12,1,4000,1.2,3.0,3.8,2.8,7000.0,8000.0,12000.0,3.1714285714285713,9571.42857142857,3.042857142857143,9785.714285714286,3.3233333333333333,9466.666666666666,2359.2231912080856,0.3412968158121539,1.3862943611198906,9.392745258631441,5000.0,0.7141836880445651,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,5000,8000,7000,2002-03-20,2002,3,20,2,12,1,3000,1.4,3.0,3.8,2.8,12000.0,12000.0,8000.0,3.1999999999999997,9571.42857142857,3.042857142857143,9785.714285714286,3.3400000000000003,9533.333333333334,2359.2231912080856,0.3412968158121539,1.3862943611198906,8.853808274977197,-5000.0,-0.41663194733772185,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,3.0,10000,14000,12000,2002-03-20,2002,3,20,2,12,1,4000,1.2,3.0,3.0,3.0,7000.0,7000.0,8000.0,3.228571428571428,9428.57142857143,3.042857142857143,9857.142857142857,3.356666666666667,9433.333333333334,2248.3204964917823,0.3412968158121539,1.3862943611198906,9.392745258631441,5000.0,0.7141836880445651,0.0,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,11000,14000,12000,2002-03-21,2002,3,21,3,12,1,3000,1.0909090909090908,3.0,3.0,3.0,12000.0,12000.0,12000.0,3.228571428571428,10000.0,3.042857142857143,9857.142857142857,3.3733333333333335,9566.666666666666,2248.3204964917823,0.3412968158121539,1.6094379124341003,9.392745258631441,0.0,0.0,1.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,4.0,6000,9000,8000,2002-03-21,2002,3,21,3,12,1,3000,1.3333333333333333,4.0,3.0,3.8,12000.0,7000.0,8000.0,3.371428571428571,10000.0,3.135714285714286,10142.857142857143,3.3833333333333333,9500.0,2248.320496491782,0.41064141732948994,1.6094379124341003,8.987321812850125,-4000.0,-0.33330555787017746,0.0,1.0,6.123233995736766e-17,0.43388373911755823,-0.900968867902419,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,2.3,6000,10000,8000,2002-03-22,2002,3,22,4,12,1,4000,1.3333333333333333,4.0,3.0,3.8,8000.0,12000.0,12000.0,3.3999999999999995,10000.0,3.2285714285714286,9857.142857142857,3.393333333333333,9533.333333333334,2248.3204964917823,0.449664099298355,1.1939224684724346,8.987321812850125,0.0,0.0,-1.7000000000000002,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,2.3,11000,14000,12000,2002-03-22,2002,3,22,4,12,1,3000,1.0909090909090908,2.3,4.0,3.0,8000.0,12000.0,7000.0,3.185714285714286,9428.57142857143,3.1785714285714284,9857.142857142857,3.3699999999999997,9400.0,2248.3204964917823,0.5116768382614025,1.1939224684724346,9.392745258631441,4000.0,0.4999375078115236,0.0,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,3.5,10000,14000,12000,2002-03-23,2002,3,23,5,12,1,4000,1.2,2.3,4.0,3.0,12000.0,8000.0,12000.0,3.085714285714286,10142.857142857143,3.1285714285714286,9857.142857142857,3.3466666666666662,9566.666666666666,2248.3204964917823,0.5621778686892208,1.5040773967762742,9.392745258631441,0.0,0.0,1.2000000000000002,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,3.5,6000,9000,7000,2002-03-23,2002,3,23,5,12,1,3000,1.1666666666666667,3.5,2.3,3.0,12000.0,8000.0,7000.0,3.1571428571428575,10142.857142857143,3.1785714285714284,9857.142857142857,3.3433333333333333,9733.333333333334,2248.3204964917823,0.5618356883105053,1.5040773967762742,8.853808274977197,-5000.0,-0.41663194733772185,0.0,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146,0,1,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,10000,14000,12000,2002-03-26,2002,3,26,1,13,1,4000,1.2,3.5,2.3,3.0,7000.0,12000.0,12000.0,3.2285714285714286,10142.857142857143,3.228571428571428,9785.714285714286,3.3400000000000003,9500.0,2326.3894583856572,0.5566777433040669,1.547562508716013,9.392745258631441,5000.0,0.7141836880445651,0.20000000000000018,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,7,10,1
Tripura,Sepahijala,Bishalgarh,Beverages,3.7,5000,8000,6000,2002-03-26,2002,3,26,1,13,1,3000,1.2,3.7,3.5,4.0,12000.0,12000.0,12000.0,3.3285714285714287,10142.857142857143,3.2785714285714285,10071.42857142857,3.33,9500.0,2335.8176204584024,0.5659281979851545,1.547562508716013,8.699681400989514,-6000.0,-0.49995833680526625,0.0,1.0,6.123233995736766e-17,0.7818314824680298,0.6234898018587336,0,0,7,10,1
