RMSE,MAE,R2,MAPE,Model
0.44434014903031027,0.25363548530222474,-3.695660051282343,114.86285213785096,Linear Regression
0.16789806920897526,0.11808270721275767,0.3295645977611771,53.95798584278649,Random Forest
0.176895887157696,0.11071853351249286,0.25578056609058886,46.41771889664017,XGBoost
