State Name,District Name,Market Name,Variety,Reported Date,Modal Price (Rs./Quintal),future_modal_price,random_forest_prediction,xgboost_prediction,baseline_error,random_forest_error,xgboost_error,baseline_abs_error,random_forest_abs_error,xgboost_abs_error,actual_price_change,actual_price_change_pct
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-02,17000,17000.0,16910.0,16971.72,0.0,90.0,28.279296875,0.0,90.0,28.279296875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-02,26000,26000.0,25940.0,25940.006,0.0,60.0,59.994140625,0.0,60.0,59.994140625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-02,16500,16500.0,16901.666666666668,16893.736,0.0,-401.6666666666679,-393.736328125,0.0,401.6666666666679,393.736328125,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-04,17000,17000.0,16984.0,17032.555,0.0,16.0,-32.5546875,0.0,16.0,32.5546875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-04,16500,16500.0,16883.333333333332,16875.875,0.0,-383.3333333333321,-375.875,0.0,383.3333333333321,375.875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-04,23000,23000.0,22996.666666666668,22996.393,0.0,3.3333333333321207,3.607421875,0.0,3.3333333333321207,3.607421875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-04,26000,26000.0,25940.0,26044.36,0.0,60.0,-44.359375,0.0,60.0,44.359375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-05,23000,23000.0,23013.333333333332,22989.88,0.0,-13.33333333333212,10.119140625,0.0,13.33333333333212,10.119140625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-05,16500,16500.0,16885.0,16891.256,0.0,-385.0,-391.255859375,0.0,385.0,391.255859375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-06,23000,23000.0,23000.0,22993.75,0.0,0.0,6.25,0.0,0.0,6.25,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-06,26000,26000.0,25940.0,25952.617,0.0,60.0,47.3828125,0.0,60.0,47.3828125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-06,16500,16500.0,16883.333333333332,16891.69,0.0,-383.3333333333321,-391.689453125,0.0,383.3333333333321,391.689453125,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-06,17000,17000.0,16966.666666666668,16988.547,0.0,33.33333333333212,11.453125,0.0,33.33333333333212,11.453125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-07,26000,26000.0,25940.0,25944.518,0.0,60.0,55.482421875,0.0,60.0,55.482421875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-07,16500,16500.0,16890.0,16891.229,0.0,-390.0,-391.228515625,0.0,390.0,391.228515625,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-07,17000,17000.0,16933.333333333332,16972.402,0.0,66.66666666666788,27.59765625,0.0,66.66666666666788,27.59765625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-08,23000,23000.0,22986.666666666668,23007.324,0.0,13.33333333333212,-7.32421875,0.0,13.33333333333212,7.32421875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-08,16500,16500.0,16890.0,16891.229,0.0,-390.0,-391.228515625,0.0,390.0,391.228515625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-09,16500,16500.0,16893.333333333332,16889.795,0.0,-393.3333333333321,-389.794921875,0.0,393.3333333333321,389.794921875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-11,16500,16500.0,16881.666666666668,16875.012,0.0,-381.6666666666679,-375.01171875,0.0,381.6666666666679,375.01171875,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-11,17000,17000.0,16997.333333333332,16980.371,0.0,2.6666666666678793,19.62890625,0.0,2.6666666666678793,19.62890625,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-11,26000,26000.0,25946.666666666668,25992.807,0.0,53.33333333333212,7.193359375,0.0,53.33333333333212,7.193359375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-12,16500,16500.0,16893.333333333332,16912.285,0.0,-393.3333333333321,-412.28515625,0.0,393.3333333333321,412.28515625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-12,23000,23000.0,22996.666666666668,23021.0,0.0,3.3333333333321207,-21.0,0.0,3.3333333333321207,21.0,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-13,17000,17000.0,16953.333333333332,16979.422,0.0,46.66666666666788,20.578125,0.0,46.66666666666788,20.578125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-13,26000,25000.0,25940.0,25950.38,-1000.0,-940.0,-950.380859375,1000.0,940.0,950.380859375,-1000.0,-3.8461538461538463
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-13,23000,23000.0,22986.666666666668,22996.781,0.0,13.33333333333212,3.21875,0.0,13.33333333333212,3.21875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-13,16500,16500.0,16890.0,16913.111,0.0,-390.0,-413.111328125,0.0,390.0,413.111328125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-14,16500,16500.0,16905.0,16914.535,0.0,-405.0,-414.53515625,0.0,405.0,414.53515625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-15,16500,16500.0,16906.666666666668,16914.535,0.0,-406.6666666666679,-414.53515625,0.0,406.6666666666679,414.53515625,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-16,17000,17000.0,16978.666666666668,17019.951,0.0,21.33333333333212,-19.951171875,0.0,21.33333333333212,19.951171875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-16,25000,25000.0,25011.666666666668,24184.557,0.0,-11.66666666666788,815.443359375,0.0,11.66666666666788,815.443359375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-16,23000,23000.0,22996.666666666668,23005.926,0.0,3.3333333333321207,-5.92578125,0.0,3.3333333333321207,5.92578125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-16,16500,16500.0,16911.666666666668,16913.102,0.0,-411.6666666666679,-413.1015625,0.0,411.6666666666679,413.1015625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-18,23000,23000.0,23003.333333333332,23000.953,0.0,-3.3333333333321207,-0.953125,0.0,3.3333333333321207,0.953125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-19,23000,23000.0,23003.333333333332,22996.61,0.0,-3.3333333333321207,3.390625,0.0,3.3333333333321207,3.390625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-19,16500,16500.0,16903.333333333332,16906.334,0.0,-403.3333333333321,-406.333984375,0.0,403.3333333333321,406.333984375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-20,23000,23000.0,23043.333333333332,23006.053,0.0,-43.33333333333212,-6.052734375,0.0,43.33333333333212,6.052734375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-20,16500,16500.0,16901.666666666668,16906.768,0.0,-401.6666666666679,-406.767578125,0.0,401.6666666666679,406.767578125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-21,25000,26000.0,24806.666666666668,24071.434,1000.0,1193.3333333333321,1928.56640625,1000.0,1193.3333333333321,1928.56640625,1000.0,4.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-21,17000,17000.0,16915.0,16964.834,0.0,85.0,35.166015625,0.0,85.0,35.166015625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-21,16500,16500.0,16910.0,16906.521,0.0,-410.0,-406.521484375,0.0,410.0,406.521484375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-22,16500,16500.0,16898.333333333332,16905.025,0.0,-398.3333333333321,-405.025390625,0.0,398.3333333333321,405.025390625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-22,23000,23000.0,23016.666666666668,22999.562,0.0,-16.66666666666788,0.4375,0.0,16.66666666666788,0.4375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-23,16500,16500.0,16898.333333333332,16905.598,0.0,-398.3333333333321,-405.59765625,0.0,398.3333333333321,405.59765625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-23,23000,23000.0,23003.333333333332,23008.074,0.0,-3.3333333333321207,-8.07421875,0.0,3.3333333333321207,8.07421875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-24,23000,23000.0,23013.333333333332,23025.42,0.0,-13.33333333333212,-25.419921875,0.0,13.33333333333212,25.419921875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-25,16500,16500.0,16880.0,16894.604,0.0,-380.0,-394.603515625,0.0,380.0,394.603515625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-25,23000,23000.0,23006.666666666668,23027.26,0.0,-6.666666666667879,-27.259765625,0.0,6.666666666667879,27.259765625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-26,16500,16500.0,16885.0,16901.639,0.0,-385.0,-401.638671875,0.0,385.0,401.638671875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-26,23000,23000.0,22993.333333333332,23017.137,0.0,6.666666666667879,-17.13671875,0.0,6.666666666667879,17.13671875,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-26,17000,17000.0,16901.666666666668,16952.074,0.0,98.33333333333212,47.92578125,0.0,98.33333333333212,47.92578125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-26,26000,26000.0,25650.0,25965.338,0.0,350.0,34.662109375,0.0,350.0,34.662109375,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-11-27,26000,26000.0,25800.0,26061.506,0.0,200.0,-61.505859375,0.0,200.0,61.505859375,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-11-27,17000,17000.0,16908.0,17029.543,0.0,92.0,-29.54296875,0.0,92.0,29.54296875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-27,16500,16500.0,16881.666666666668,16902.414,0.0,-381.6666666666679,-402.4140625,0.0,381.6666666666679,402.4140625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-28,16500,16500.0,16890.0,16908.283,0.0,-390.0,-408.283203125,0.0,390.0,408.283203125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-28,23000,23000.0,22993.333333333332,23016.492,0.0,6.666666666667879,-16.4921875,0.0,6.666666666667879,16.4921875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-11-29,23000,23000.0,23003.333333333332,23010.092,0.0,-3.3333333333321207,-10.091796875,0.0,3.3333333333321207,10.091796875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-29,16500,16500.0,16888.333333333332,16912.555,0.0,-388.3333333333321,-412.5546875,0.0,388.3333333333321,412.5546875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-11-30,16500,16500.0,16888.333333333332,16927.988,0.0,-388.3333333333321,-427.98828125,0.0,388.3333333333321,427.98828125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-01,23000,23000.0,23000.0,22975.08,0.0,0.0,24.919921875,0.0,0.0,24.919921875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-02,23000,23000.0,23010.0,22975.096,0.0,-10.0,24.904296875,0.0,10.0,24.904296875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-02,16500,16500.0,16888.333333333332,16868.877,0.0,-388.3333333333321,-368.876953125,0.0,388.3333333333321,368.876953125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-03,16500,16500.0,16893.333333333332,16884.146,0.0,-393.3333333333321,-384.146484375,0.0,393.3333333333321,384.146484375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-04,23000,23000.0,23010.0,22980.762,0.0,-10.0,19.23828125,0.0,10.0,19.23828125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-04,26000,26000.0,25763.333333333332,26392.938,0.0,236.66666666666788,-392.9375,0.0,236.66666666666788,392.9375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-04,16500,16500.0,16893.333333333332,16884.58,0.0,-393.3333333333321,-384.580078125,0.0,393.3333333333321,384.580078125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-05,16500,16500.0,16896.666666666668,16885.906,0.0,-396.6666666666679,-385.90625,0.0,396.6666666666679,385.90625,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-05,26000,26000.0,25586.666666666668,25787.29,0.0,413.3333333333321,212.7109375,0.0,413.3333333333321,212.7109375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-06,16500,16500.0,16900.0,16885.906,0.0,-400.0,-385.90625,0.0,400.0,385.90625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-06,23000,23000.0,23060.0,23102.125,0.0,-60.0,-102.125,0.0,60.0,102.125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-07,16500,16500.0,16905.0,16884.473,0.0,-405.0,-384.47265625,0.0,405.0,384.47265625,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-07,26000,26000.0,25716.666666666668,26034.12,0.0,283.3333333333321,-34.119140625,0.0,283.3333333333321,34.119140625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-07,23000,23000.0,23023.333333333332,22995.238,0.0,-23.33333333333212,4.76171875,0.0,23.33333333333212,4.76171875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-08,23000,23000.0,23003.333333333332,22975.348,0.0,-3.3333333333321207,24.65234375,0.0,3.3333333333321207,24.65234375,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-09,26000,26000.0,25666.666666666668,25892.236,0.0,333.3333333333321,107.763671875,0.0,333.3333333333321,107.763671875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-09,16500,16500.0,16881.666666666668,16868.766,0.0,-381.6666666666679,-368.765625,0.0,381.6666666666679,368.765625,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-09,17000,17000.0,16925.0,16957.688,0.0,75.0,42.3125,0.0,75.0,42.3125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-09,23000,23000.0,23013.333333333332,22982.154,0.0,-13.33333333333212,17.845703125,0.0,13.33333333333212,17.845703125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-10,16500,16500.0,16886.666666666668,16884.146,0.0,-386.6666666666679,-384.146484375,0.0,386.6666666666679,384.146484375,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-10,17000,17000.0,16881.666666666668,17048.084,0.0,118.33333333333212,-48.083984375,0.0,118.33333333333212,48.083984375,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-10,26000,26000.0,25710.0,26030.62,0.0,290.0,-30.619140625,0.0,290.0,30.619140625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-11,16500,16500.0,16888.333333333332,16884.58,0.0,-388.3333333333321,-384.580078125,0.0,388.3333333333321,384.580078125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-11,23000,23000.0,22966.666666666668,22980.73,0.0,33.33333333333212,19.26953125,0.0,33.33333333333212,19.26953125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-11,26000,26000.0,25743.333333333332,25904.762,0.0,256.6666666666679,95.23828125,0.0,256.6666666666679,95.23828125,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-11,17000,17000.0,16901.666666666668,16976.78,0.0,98.33333333333212,23.220703125,0.0,98.33333333333212,23.220703125,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-12,17000,17000.0,16900.0,16977.797,0.0,100.0,22.203125,0.0,100.0,22.203125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-12,23000,23000.0,23006.666666666668,22990.258,0.0,-6.666666666667879,9.7421875,0.0,6.666666666667879,9.7421875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-12,26000,26000.0,25753.333333333332,25906.834,0.0,246.66666666666788,93.166015625,0.0,246.66666666666788,93.166015625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-12,16500,16500.0,16901.666666666668,16907.896,0.0,-401.6666666666679,-407.896484375,0.0,401.6666666666679,407.896484375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-13,16500,16500.0,16901.666666666668,16908.29,0.0,-401.6666666666679,-408.2890625,0.0,401.6666666666679,408.2890625,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-13,17000,17000.0,16890.0,16973.764,0.0,110.0,26.236328125,0.0,110.0,26.236328125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-13,23000,23000.0,23006.666666666668,22983.05,0.0,-6.666666666667879,16.94921875,0.0,6.666666666667879,16.94921875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-13,26000,26000.0,25733.333333333332,25907.855,0.0,266.6666666666679,92.14453125,0.0,266.6666666666679,92.14453125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-14,23000,23000.0,23053.333333333332,22975.074,0.0,-53.33333333333212,24.92578125,0.0,53.33333333333212,24.92578125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-14,16500,16500.0,16913.333333333332,16906.855,0.0,-413.3333333333321,-406.85546875,0.0,413.3333333333321,406.85546875,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-14,17000,17000.0,16811.666666666668,16988.096,0.0,188.33333333333212,11.904296875,0.0,188.33333333333212,11.904296875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-14,26000,26000.0,25763.333333333332,25927.104,0.0,236.66666666666788,72.896484375,0.0,236.66666666666788,72.896484375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-15,23000,23000.0,23006.666666666668,22980.45,0.0,-6.666666666667879,19.55078125,0.0,6.666666666667879,19.55078125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-16,26000,26000.0,25793.333333333332,25925.104,0.0,206.66666666666788,74.896484375,0.0,206.66666666666788,74.896484375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-16,16500,16500.0,16890.0,16898.324,0.0,-390.0,-398.32421875,0.0,390.0,398.32421875,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-16,17000,17000.0,16945.0,16978.861,0.0,55.0,21.138671875,0.0,55.0,21.138671875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-16,23000,23000.0,23003.333333333332,22995.146,0.0,-3.3333333333321207,4.853515625,0.0,3.3333333333321207,4.853515625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-17,23000,23000.0,22956.666666666668,22987.512,0.0,43.33333333333212,12.48828125,0.0,43.33333333333212,12.48828125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-17,16500,16500.0,16895.0,16907.016,0.0,-395.0,-407.015625,0.0,395.0,407.015625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-18,23000,23000.0,22953.333333333332,22975.873,0.0,46.66666666666788,24.126953125,0.0,46.66666666666788,24.126953125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-18,26000,26000.0,25750.0,25929.912,0.0,250.0,70.087890625,0.0,250.0,70.087890625,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-18,16500,16500.0,16890.0,16910.496,0.0,-390.0,-410.49609375,0.0,390.0,410.49609375,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-18,17000,17000.0,16950.0,16978.754,0.0,50.0,21.24609375,0.0,50.0,21.24609375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-19,16500,18500.0,16900.0,16906.654,2000.0,1600.0,1593.345703125,2000.0,1600.0,1593.345703125,2000.0,12.121212121212121
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-19,23000,23000.0,22953.333333333332,22986.838,0.0,46.66666666666788,13.162109375,0.0,46.66666666666788,13.162109375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-20,18500,16500.0,17865.0,18499.68,-2000.0,-1365.0,-1999.6796875,2000.0,1365.0,1999.6796875,-2000.0,-10.81081081081081
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-20,26000,26000.0,25786.666666666668,25938.37,0.0,213.33333333333212,61.630859375,0.0,213.33333333333212,61.630859375,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-20,17000,17000.0,16888.333333333332,16967.312,0.0,111.66666666666788,32.6875,0.0,111.66666666666788,32.6875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-20,23000,23000.0,22953.333333333332,22986.701,0.0,46.66666666666788,13.298828125,0.0,46.66666666666788,13.298828125,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-21,26000,26000.0,25723.333333333332,25910.709,0.0,276.6666666666679,89.291015625,0.0,276.6666666666679,89.291015625,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-21,17000,17000.0,16885.0,16938.41,0.0,115.0,61.58984375,0.0,115.0,61.58984375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-22,23000,23000.0,22960.0,22978.44,0.0,40.0,21.560546875,0.0,40.0,21.560546875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-23,16500,16500.0,17021.666666666668,16321.039,0.0,-521.6666666666679,178.9609375,0.0,521.6666666666679,178.9609375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-23,23000,23000.0,22953.333333333332,23010.045,0.0,46.66666666666788,-10.044921875,0.0,46.66666666666788,10.044921875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-24,16500,16500.0,17028.333333333332,16826.898,0.0,-528.3333333333321,-326.8984375,0.0,528.3333333333321,326.8984375,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-25,23000,23000.0,22956.666666666668,23015.1,0.0,43.33333333333212,-15.099609375,0.0,43.33333333333212,15.099609375,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-26,26000,26000.0,25683.333333333332,25960.707,0.0,316.6666666666679,39.29296875,0.0,316.6666666666679,39.29296875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-26,23000,23000.0,22973.333333333332,22995.504,0.0,26.66666666666788,4.49609375,0.0,26.66666666666788,4.49609375,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-26,17000,17000.0,16950.0,16957.914,0.0,50.0,42.0859375,0.0,50.0,42.0859375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-26,16500,16500.0,17025.0,16854.768,0.0,-525.0,-354.767578125,0.0,525.0,354.767578125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-27,16500,16500.0,17023.333333333332,16868.955,0.0,-523.3333333333321,-368.955078125,0.0,523.3333333333321,368.955078125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-28,23000,23000.0,22966.666666666668,23001.768,0.0,33.33333333333212,-1.767578125,0.0,33.33333333333212,1.767578125,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2013-12-28,17000,17000.0,16828.333333333332,17068.623,0.0,171.66666666666788,-68.623046875,0.0,171.66666666666788,68.623046875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2013-12-28,26000,26000.0,25766.666666666668,26002.928,0.0,233.33333333333212,-2.927734375,0.0,233.33333333333212,2.927734375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-28,16500,16500.0,17026.666666666668,16875.305,0.0,-526.6666666666679,-375.3046875,0.0,526.6666666666679,375.3046875,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-29,23000,23000.0,22970.0,22997.037,0.0,30.0,2.962890625,0.0,30.0,2.962890625,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2013-12-30,23000,23000.0,22933.333333333332,23015.81,0.0,66.66666666666788,-15.810546875,0.0,66.66666666666788,15.810546875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-30,16500,16500.0,16998.333333333332,16921.47,0.0,-498.3333333333321,-421.470703125,0.0,498.3333333333321,421.470703125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2013-12-31,16500,16500.0,17060.0,16998.742,0.0,-560.0,-498.7421875,0.0,560.0,498.7421875,0.0,0.0
Kerala,Malappuram,Parappanangadi,Other,2014-01-01,16000,11000.0,13484.166666666666,14650.692,-5000.0,-2484.166666666666,-3650.6923828125,5000.0,2484.166666666666,3650.6923828125,-5000.0,-31.25
Jharkhand,Dhanbad,Dhanbad,Other,2014-01-01,23000,23000.0,22946.666666666668,23091.607,0.0,53.33333333333212,-91.607421875,0.0,53.33333333333212,91.607421875,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2014-01-01,16500,16500.0,16865.666666666668,16898.002,0.0,-365.6666666666679,-398.001953125,0.0,365.6666666666679,398.001953125,0.0,0.0
Jharkhand,Dhanbad,Dhanbad,Other,2014-01-02,23000,23000.0,22950.0,23013.17,0.0,50.0,-13.169921875,0.0,50.0,13.169921875,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2014-01-02,17000,17000.0,16996.666666666668,16990.889,0.0,3.3333333333321207,9.111328125,0.0,3.3333333333321207,9.111328125,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2014-01-02,16500,16500.0,16862.333333333332,16897.512,0.0,-362.3333333333321,-397.51171875,0.0,362.3333333333321,397.51171875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2014-01-02,26000,26000.0,25800.0,25921.924,0.0,200.0,78.076171875,0.0,200.0,78.076171875,0.0,0.0
Jharkhand,Deogarh,Madhupur,C.T.C. Dust,2014-01-03,17000,17000.0,17000.0,16991.127,0.0,0.0,8.873046875,0.0,0.0,8.873046875,0.0,0.0
Jharkhand,Deogarh,Madhupur,Assam C.T.C. Leaf,2014-01-03,26000,26000.0,25833.333333333332,25926.479,0.0,166.66666666666788,73.521484375,0.0,166.66666666666788,73.521484375,0.0,0.0
Kerala,Malappuram,Manjeri,Other,2014-01-03,16500,16500.0,16864.0,16895.357,0.0,-364.0,-395.357421875,0.0,364.0,395.357421875,0.0,0.0
